date,asset,sigma
2020-12-31,TIP,0.004532295753890073
2020-12-31,LQD,0.005448023651871283
2020-12-31,VNQ,0.010228035798701417
2020-12-31,GLD,0.008714369660101995
2020-12-31,DBC,0.012457659914034722
2021-01-29,SPY,0.011188085775579285
2021-01-29,VEA,0.01121886398052169
2021-01-29,EEM,0.013963774323660416
2021-01-29,IEF,0.004562738080214955
2021-01-29,TLT,0.006991427500039639
2021-01-29,TIP,0.0045496844078036
2021-01-29,LQD,0.005442988961269428
2021-01-29,VNQ,0.010245875279409756
2021-01-29,GLD,0.008631378785178305
2021-01-29,DBC,0.012519465648938254
2021-02-26,SPY,0.011225926262271677
2021-02-26,VEA,0.011214575805650696
2021-02-26,EEM,0.013919036127343328
2021-02-26,IEF,0.004588759054413258
2021-02-26,TLT,0.007036545319626082
2021-02-26,TIP,0.004571625242662298
2021-02-26,LQD,0.005442056012280126
2021-02-26,VNQ,0.010252789601840897
2021-02-26,GLD,0.00862711908940299
2021-02-26,DBC,0.012615213275135517
2021-03-31,SPY,0.011265192355078994
2021-03-31,VEA,0.011139596478114288
2021-03-31,EEM,0.013828553206867196
2021-03-31,IEF,0.004587387336556429
2021-03-31,TLT,0.007061224571304133
2021-03-31,TIP,0.004589116244594732
2021-03-31,LQD,0.005404158932778927
2021-03-31,VNQ,0.010108759265628339
2021-03-31,GLD,0.008674848223508246
2021-03-31,DBC,0.012680809840553132
2021-04-30,SPY,0.01122619562509392
2021-04-30,VEA,0.011109721464040061
2021-04-30,EEM,0.013878911074753936
2021-04-30,IEF,0.004579272487303569
2021-04-30,TLT,0.007014646486851198
2021-04-30,TIP,0.0045634569929272825
2021-04-30,LQD,0.0054097258811393635
2021-04-30,VNQ,0.010133945688663307
2021-04-30,GLD,0.008721929383189842
2021-04-30,DBC,0.012639475861656532
2021-05-31,SPY,0.011220464312345708
2021-05-31,VEA,0.01105005933349805
2021-05-31,EEM,0.01383636553523606
2021-05-31,IEF,0.0045855919441049435
2021-05-31,TLT,0.007049027031314501
2021-05-31,TIP,0.004564444685814543
2021-05-31,LQD,0.005357389754300785
2021-05-31,VNQ,0.010107017441505899
2021-05-31,GLD,0.008685776882259466
2021-05-31,DBC,0.012681045106269285
2021-06-30,SPY,0.011035639263908
2021-06-30,VEA,0.010951809905212178
2021-06-30,EEM,0.013665140092702864
2021-06-30,IEF,0.004565050080896672
2021-06-30,TLT,0.007043317052719989
2021-06-30,TIP,0.004576477405479267
2021-06-30,LQD,0.005387649071876667
2021-06-30,VNQ,0.010010305070996527
2021-06-30,GLD,0.008672204057276152
2021-06-30,DBC,0.012538517175920659
2021-07-30,SPY,0.011038284655658748
2021-07-30,VEA,0.011068129164238357
2021-07-30,EEM,0.01372583026250635
2021-07-30,IEF,0.004575402962762628
2021-07-30,TLT,0.007092322519586328
2021-07-30,TIP,0.004606378171294936
2021-07-30,LQD,0.005453954071607878
2021-07-30,VNQ,0.010023047953460868
2021-07-30,GLD,0.008656362224660138
2021-07-30,DBC,0.012602579570772343
2021-08-31,SPY,0.010989658821805873
2021-08-31,VEA,0.011103377530659219
2021-08-31,EEM,0.013721909505185885
2021-08-31,IEF,0.004592943692119786
2021-08-31,TLT,0.007105591612527214
2021-08-31,TIP,0.004634751123908081
2021-08-31,LQD,0.005477262455681441
2021-08-31,VNQ,0.010057039387348856
2021-08-31,GLD,0.008678432731092705
2021-08-31,DBC,0.012633180531404439
2021-09-30,SPY,0.011147767119930293
2021-09-30,VEA,0.011113665234990721
2021-09-30,EEM,0.01397724058528789
2021-09-30,IEF,0.004606403052272497
2021-09-30,TLT,0.00707491973679881
2021-09-30,TIP,0.004614004273356631
2021-09-30,LQD,0.005476007430724935
2021-09-30,VNQ,0.01003606794148253
2021-09-30,GLD,0.00864864841638794
2021-09-30,DBC,0.012613459646667954
2021-10-29,SPY,0.011158894894631443
2021-10-29,VEA,0.011034675328606537
2021-10-29,EEM,0.013999161255071942
2021-10-29,IEF,0.004632029770033828
2021-10-29,TLT,0.007083445811054298
2021-10-29,TIP,0.004627445673690803
2021-10-29,LQD,0.00549160484891691
2021-10-29,VNQ,0.010021524637484873
2021-10-29,GLD,0.008642645723981506
2021-10-29,DBC,0.012617420270433733
2021-11-30,SPY,0.011159009708719868
2021-11-30,VEA,0.011119511425811364
2021-11-30,EEM,0.014000834474268243
2021-11-30,IEF,0.004661083585284912
2021-11-30,TLT,0.007135306501657256
2021-11-30,TIP,0.004627174441992017
2021-11-30,LQD,0.005523685592575325
2021-11-30,VNQ,0.009990744753731884
2021-11-30,GLD,0.008775255826008212
2021-11-30,DBC,0.012628279410195635
2021-12-31,SPY,0.01107921715471154
2021-12-31,VEA,0.011067871052123304
2021-12-31,EEM,0.01396694191129359
2021-12-31,IEF,0.004650052966683587
2021-12-31,TLT,0.007140332694991798
2021-12-31,TIP,0.004624001161510436
2021-12-31,LQD,0.005502416694087451
2021-12-31,VNQ,0.009934509384795684
2021-12-31,GLD,0.00885656645907432
2021-12-31,DBC,0.012577613083169317
2022-01-31,SPY,0.011078685879667734
2022-01-31,VEA,0.0110806690251553
2022-01-31,EEM,0.013967881544822315
2022-01-31,IEF,0.004618789233944412
2022-01-31,TLT,0.007073262688145966
2022-01-31,TIP,0.004583711740992648
2022-01-31,LQD,0.005484775817565497
2022-01-31,VNQ,0.009958052527388768
2022-01-31,GLD,0.008890994928970575
2022-01-31,DBC,0.012510345845701397
2022-02-28,SPY,0.01099326537747511
2022-02-28,VEA,0.011013079521781629
2022-02-28,EEM,0.013920829281199408
2022-02-28,IEF,0.0046191303596379765
2022-02-28,TLT,0.007098434989219983
2022-02-28,TIP,0.0046176117718647915
2022-02-28,LQD,0.005477961770279699
2022-02-28,VNQ,0.009902694984660248
2022-02-28,GLD,0.00903140475183928
2022-02-28,DBC,0.012525072372873747
2022-03-31,SPY,0.011166653033017006
2022-03-31,VEA,0.011026556432918149
2022-03-31,EEM,0.013940927565994406
2022-03-31,IEF,0.004612824693957367
2022-03-31,TLT,0.007082566271449012
2022-03-31,TIP,0.004610083334077158
2022-03-31,LQD,0.005499320235103579
2022-03-31,VNQ,0.009891541906079937
2022-03-31,GLD,0.0090054234337508
2022-03-31,DBC,0.012541484517634
2022-04-29,SPY,0.011080891730503995
2022-04-29,VEA,0.010982395555399545
2022-04-29,EEM,0.013999264188038273
2022-04-29,IEF,0.004639640303064439
2022-04-29,TLT,0.007133188725423537
2022-04-29,TIP,0.004620513953701897
2022-04-29,LQD,0.005588605888892091
2022-04-29,VNQ,0.009891909965342177
2022-04-29,GLD,0.009031704834426129
2022-04-29,DBC,0.012559708010201133
2022-05-31,SPY,0.011023640545423229
2022-05-31,VEA,0.010927423212859283
2022-05-31,EEM,0.01394085884391536
2022-05-31,IEF,0.0046399966734114815
2022-05-31,TLT,0.0071313569806343
2022-05-31,TIP,0.004631142485327983
2022-05-31,LQD,0.005591818142859315
2022-05-31,VNQ,0.009935160959892084
2022-05-31,GLD,0.008990120731631914
2022-05-31,DBC,0.012497975075547457
2022-06-30,SPY,0.01089679464579022
2022-06-30,VEA,0.010757137213891606
2022-06-30,EEM,0.013715076858302156
2022-06-30,IEF,0.004630378091913424
2022-06-30,TLT,0.007135134397884348
2022-06-30,TIP,0.004612094484366655
2022-06-30,LQD,0.005520870935839122
2022-06-30,VNQ,0.009861596318264236
2022-06-30,GLD,0.008978714794255282
2022-06-30,DBC,0.01257775059779469
2022-07-29,SPY,0.010868505018087834
2022-07-29,VEA,0.010800915122337437
2022-07-29,EEM,0.013761125208726887
2022-07-29,IEF,0.004666915625859655
2022-07-29,TLT,0.007179604886035245
2022-07-29,TIP,0.004644877909734147
2022-07-29,LQD,0.005517048221590711
2022-07-29,VNQ,0.009899835358443965
2022-07-29,GLD,0.008943661042677463
2022-07-29,DBC,0.012553931919905295
2022-08-31,SPY,0.010996480155555767
2022-08-31,VEA,0.010835588361261925
2022-08-31,EEM,0.013878818934536396
2022-08-31,IEF,0.004640647801039943
2022-08-31,TLT,0.007138713990846521
2022-08-31,TIP,0.004596692225391054
2022-08-31,LQD,0.0055112601910439095
2022-08-31,VNQ,0.0099080045435065
2022-08-31,GLD,0.008933131027983035
2022-08-31,DBC,0.012595477684774795
2022-09-30,SPY,0.011070822271029538
2022-09-30,VEA,0.010811269479747131
2022-09-30,EEM,0.013802677982203426
2022-09-30,IEF,0.004620144055803919
2022-09-30,TLT,0.007124287129003769
2022-09-30,TIP,0.0045987457766743615
2022-09-30,LQD,0.005500725450575669
2022-09-30,VNQ,0.0098980700253008
2022-09-30,GLD,0.008855524136180364
2022-09-30,DBC,0.012617398724759385
2022-10-31,SPY,0.010992082340072486
2022-10-31,VEA,0.010873643175834996
2022-10-31,EEM,0.013766764143135568
2022-10-31,IEF,0.004663859382778921
2022-10-31,TLT,0.007167650125260355
2022-10-31,TIP,0.0046324085152973276
2022-10-31,LQD,0.005470793056418857
2022-10-31,VNQ,0.009877921579574924
2022-10-31,GLD,0.008852556495878133
2022-10-31,DBC,0.012582246762500904
2022-11-30,SPY,0.011002952660769942
2022-11-30,VEA,0.010961379830289253
2022-11-30,EEM,0.013703462843664476
2022-11-30,IEF,0.0046381664641737715
2022-11-30,TLT,0.007135740799254535
2022-11-30,TIP,0.004655222877251003
2022-11-30,LQD,0.005495302137202924
2022-11-30,VNQ,0.009803807122787828
2022-11-30,GLD,0.008866821771344277
2022-11-30,DBC,0.012457853194202687
2022-12-30,SPY,0.011046094225114805
2022-12-30,VEA,0.010942978061459285
2022-12-30,EEM,0.013606856958521768
2022-12-30,IEF,0.004599010038554526
2022-12-30,TLT,0.007131383749381233
2022-12-30,TIP,0.00464962171218619
2022-12-30,LQD,0.005475978536170541
2022-12-30,VNQ,0.009809216056793904
2022-12-30,GLD,0.008879467057880354
2022-12-30,DBC,0.012480376797141085
2023-01-31,SPY,0.011003815792462686
2023-01-31,VEA,0.010751957948794594
2023-01-31,EEM,0.013511453042080035
2023-01-31,IEF,0.004536616821472881
2023-01-31,TLT,0.007056917466142947
2023-01-31,TIP,0.004637844977960819
2023-01-31,LQD,0.005472337880824121
2023-01-31,VNQ,0.009831496087234845
2023-01-31,GLD,0.008816689469951226
2023-01-31,DBC,0.012627407242793265
2023-02-28,SPY,0.011103354808964535
2023-02-28,VEA,0.010776443350295272
2023-02-28,EEM,0.013502429692493483
2023-02-28,IEF,0.004488976616944529
2023-02-28,TLT,0.006987564296795791
2023-02-28,TIP,0.004593182929726923
2023-02-28,LQD,0.005482099774987042
2023-02-28,VNQ,0.00973995250984587
2023-02-28,GLD,0.008839876525076501
2023-02-28,DBC,0.012482778470443661
2023-03-31,SPY,0.01107068036931699
2023-03-31,VEA,0.010761500092035726
2023-03-31,EEM,0.013572383518157913
2023-03-31,IEF,0.004496829219135837
2023-03-31,TLT,0.00702707492624616
2023-03-31,TIP,0.004617775888432988
2023-03-31,LQD,0.0054688323756639495
2023-03-31,VNQ,0.009842483915072073
2023-03-31,GLD,0.008866429243644851
2023-03-31,DBC,0.012427517123985286
2023-04-28,SPY,0.011113740036943839
2023-04-28,VEA,0.010764839176237542
2023-04-28,EEM,0.013619613187081677
2023-04-28,IEF,0.004482713572147605
2023-04-28,TLT,0.006984963804922968
2023-04-28,TIP,0.004595771908259049
2023-04-28,LQD,0.005519135858454719
2023-04-28,VNQ,0.009838044022785647
2023-04-28,GLD,0.008903104019850911
2023-04-28,DBC,0.012448422678617488
2023-05-31,SPY,0.011167166745207008
2023-05-31,VEA,0.010797008265532784
2023-05-31,EEM,0.013699943451258906
2023-05-31,IEF,0.004455981509537673
2023-05-31,TLT,0.007007053230598031
2023-05-31,TIP,0.004566613914659343
2023-05-31,LQD,0.005580900918789237
2023-05-31,VNQ,0.009958956283719917
2023-05-31,GLD,0.008867701874052905
2023-05-31,DBC,0.012439531465147688
2023-06-30,SPY,0.011150247383921263
2023-06-30,VEA,0.010806903073008538
2023-06-30,EEM,0.013763498785991783
2023-06-30,IEF,0.004462609855581588
2023-06-30,TLT,0.007025637231998551
2023-06-30,TIP,0.004581411537713677
2023-06-30,LQD,0.005550365268754531
2023-06-30,VNQ,0.010057515918218364
2023-06-30,GLD,0.008861952146536933
2023-06-30,DBC,0.012575397958639725
2023-07-31,SPY,0.011181887948584572
2023-07-31,VEA,0.010797253946674312
2023-07-31,EEM,0.013705009580162617
2023-07-31,IEF,0.004436117862789399
2023-07-31,TLT,0.007003601692646037
2023-07-31,TIP,0.004540142568374607
2023-07-31,LQD,0.005519801368381791
2023-07-31,VNQ,0.010093938252419799
2023-07-31,GLD,0.008770363166681438
2023-07-31,DBC,0.012617386858050044
2023-08-31,SPY,0.011264212267840586
2023-08-31,VEA,0.010866818560170102
2023-08-31,EEM,0.013824879788653958
2023-08-31,IEF,0.00443404451185759
2023-08-31,TLT,0.007011148420156909
2023-08-31,TIP,0.004542999934827205
2023-08-31,LQD,0.005542558873071942
2023-08-31,VNQ,0.010145794176666618
2023-08-31,GLD,0.008794594226652045
2023-08-31,DBC,0.012626519376211372
2023-09-29,SPY,0.011251067814439318
2023-09-29,VEA,0.01081866993730604
2023-09-29,EEM,0.013789534158386728
2023-09-29,IEF,0.004421502475761298
2023-09-29,TLT,0.007021762901839592
2023-09-29,TIP,0.004547164309387521
2023-09-29,LQD,0.005492100866067674
2023-09-29,VNQ,0.010126697117903184
2023-09-29,GLD,0.008745371253353671
2023-09-29,DBC,0.012638167484738517
2023-10-31,SPY,0.011379955974721722
2023-10-31,VEA,0.010742170508525667
2023-10-31,EEM,0.013866396441684258
2023-10-31,IEF,0.0044153244255793235
2023-10-31,TLT,0.007029462282136163
2023-10-31,TIP,0.004578128818510836
2023-10-31,LQD,0.0054962632164830445
2023-10-31,VNQ,0.010162441609733924
2023-10-31,GLD,0.00871504486808434
2023-10-31,DBC,0.01259429594305921
2023-11-30,SPY,0.011398087248386252
2023-11-30,VEA,0.01066303764817697
2023-11-30,EEM,0.01369706909666553
2023-11-30,IEF,0.004421154027170932
2023-11-30,TLT,0.0069956531237999175
2023-11-30,TIP,0.004565369447820865
2023-11-30,LQD,0.0055452772707066085
2023-11-30,VNQ,0.010237919585360529
2023-11-30,GLD,0.008665890602746326
2023-11-30,DBC,0.012612090472937624
2023-12-29,SPY,0.011422971373084857
2023-12-29,VEA,0.010642300669781776
2023-12-29,EEM,0.013666191785109836
2023-12-29,IEF,0.0044318416757808295
2023-12-29,TLT,0.007059669258825468
2023-12-29,TIP,0.0046234219948052355
2023-12-29,LQD,0.00556585425049283
2023-12-29,VNQ,0.010255864548375161
2023-12-29,GLD,0.008672220789806888
2023-12-29,DBC,0.012509954457726728
2024-01-31,SPY,0.011375219333778351
2024-01-31,VEA,0.010642284406347648
2024-01-31,EEM,0.01366260436915517
2024-01-31,IEF,0.004419473560253553
2024-01-31,TLT,0.00704857493665168
2024-01-31,TIP,0.004627376449465701
2024-01-31,LQD,0.005608154698956049
2024-01-31,VNQ,0.01017542567887721
2024-01-31,GLD,0.00868655206882073
2024-01-31,DBC,0.012358103503243088
2024-02-29,SPY,0.011355528934650862
2024-02-29,VEA,0.010665981972040809
2024-02-29,EEM,0.013675490397714027
2024-02-29,IEF,0.00439980425727204
2024-02-29,TLT,0.007019722292599142
2024-02-29,TIP,0.004603364429216359
2024-02-29,LQD,0.005606363794446299
2024-02-29,VNQ,0.010249925508430313
2024-02-29,GLD,0.008788492260432948
2024-02-29,DBC,0.012375776371339783
2024-03-29,SPY,0.01140335629378069
2024-03-29,VEA,0.01068010003493847
2024-03-29,EEM,0.013794911296303274
2024-03-29,IEF,0.004408265138127383
2024-03-29,TLT,0.007048071503772691
2024-03-29,TIP,0.004628334288640926
2024-03-29,LQD,0.005577088946441393
2024-03-29,VNQ,0.010248992916548927
2024-03-29,GLD,0.008798528068958237
2024-03-29,DBC,0.01245856342732101
2024-04-30,SPY,0.011426170165005531
2024-04-30,VEA,0.010757054812230377
2024-04-30,EEM,0.013875424525052794
2024-04-30,IEF,0.004426194419386796
2024-04-30,TLT,0.007065056727554769
2024-04-30,TIP,0.004644911488408074
2024-04-30,LQD,0.00554885048075326
2024-04-30,VNQ,0.010299131955844497
2024-04-30,GLD,0.008844791883002846
2024-04-30,DBC,0.012522497980013179
2024-05-31,SPY,0.011504029689804332
2024-05-31,VEA,0.010766077926402343
2024-05-31,EEM,0.013865099490162474
2024-05-31,IEF,0.004405252741403923
2024-05-31,TLT,0.007109240823898947
2024-05-31,TIP,0.00463961504670423
2024-05-31,LQD,0.0055571558719868476
2024-05-31,VNQ,0.0103144711506993
2024-05-31,GLD,0.008946192094892856
2024-05-31,DBC,0.012457176999510461
2024-06-28,SPY,0.01148944502255904
2024-06-28,VEA,0.010747690742233399
2024-06-28,EEM,0.013781764877911452
2024-06-28,IEF,0.004367677033544193
2024-06-28,TLT,0.0070333474451302275
2024-06-28,TIP,0.0045828642949558955
2024-06-28,LQD,0.005540138569578569
2024-06-28,VNQ,0.010236075969743824
2024-06-28,GLD,0.009009565898713559
2024-06-28,DBC,0.01233918033319002
2024-07-31,SPY,0.011510741294522191
2024-07-31,VEA,0.010617608308912407
2024-07-31,EEM,0.01367273325927039
2024-07-31,IEF,0.004354241665309933
2024-07-31,TLT,0.006993591948864386
2024-07-31,TIP,0.004534027520084838
2024-07-31,LQD,0.005549243002564543
2024-07-31,VNQ,0.010176987408393269
2024-07-31,GLD,0.008941815153281824
2024-07-31,DBC,0.01239006472847944
2024-08-30,SPY,0.01140868149307536
2024-08-30,VEA,0.010590916572939684
2024-08-30,EEM,0.013528464965947255
2024-08-30,IEF,0.004349681500220579
2024-08-30,TLT,0.007039036200352157
2024-08-30,TIP,0.004556972164445115
2024-08-30,LQD,0.0055473003096842945
2024-08-30,VNQ,0.010168432324747562
2024-08-30,GLD,0.008907638467556564
2024-08-30,DBC,0.012337817044644457
2024-09-30,SPY,0.011410427494575838
2024-09-30,VEA,0.010573605658680088
2024-09-30,EEM,0.013503108151712436
2024-09-30,IEF,0.004334263411370629
2024-09-30,TLT,0.0070355918277841215
2024-09-30,TIP,0.004559464922411076
2024-09-30,LQD,0.005511688539966198
2024-09-30,VNQ,0.01018569358921954
2024-09-30,GLD,0.008912586239584493
2024-09-30,DBC,0.012408195127772133
2024-10-31,SPY,0.011513981558275713
2024-10-31,VEA,0.010530042108907019
2024-10-31,EEM,0.013339654454649453
2024-10-31,IEF,0.00430098647250014
2024-10-31,TLT,0.0069946966062881515
2024-10-31,TIP,0.004519348452198571
2024-10-31,LQD,0.0055371961279205625
2024-10-31,VNQ,0.010221123098637267
2024-10-31,GLD,0.00874362360430406
2024-10-31,DBC,0.012477017992305422
2024-11-29,SPY,0.011610418399301659
2024-11-29,VEA,0.01052367922648491
2024-11-29,EEM,0.013475570833232661
2024-11-29,IEF,0.004323248580742937
2024-11-29,TLT,0.00703496148031561
2024-11-29,TIP,0.004554623126418688
2024-11-29,LQD,0.005584517280268495
2024-11-29,VNQ,0.010243645329038237
2024-11-29,GLD,0.00872844224238585
2024-11-29,DBC,0.012464545222091207
2024-12-31,SPY,0.011635219985108209
2024-12-31,VEA,0.01049702117219241
2024-12-31,EEM,0.013605119524692332
2024-12-31,IEF,0.004296721433555018
2024-12-31,TLT,0.006976787504828315
2024-12-31,TIP,0.004514612457248052
2024-12-31,LQD,0.005581432079357495
2024-12-31,VNQ,0.010226978640098765
2024-12-31,GLD,0.008708105375245872
2024-12-31,DBC,0.012459183990094557
